,numerai_ticker,ticker_cleaned,name,market_country
4393,MTEM,MTEM,molecular templates,us
4394,PQG,PQG,pq group holdings,us
4395,MBIO,MBIO,mustang bio,us
4396,KRYS,KRYS,krystal biotech,us
4397,CEIX,CEIX,consol energy,us
4398,ROKU,ROKU,roku,us
4399,DCPH,DCPH,deciphera pharmaceuticals,us
4400,OPTN,OPTN,optinose,us
4401,SWCH,SWCH,switch,us
4402,SPRO,SPRO,spero therapeutics,us
4403,MDB,MDB,mongodb,us
4404,FNKO,FNKO,funko,us
4405,ALTR,ALTR,altair engineering,us
4406,CARG,CARG,cargurus,us
4407,BAND,BAND,bandwidth,us
4408,EYE,EYE,national vision holdings,us
4409,CBTX,CBTX,cbtx,us
4410,OSW,OSW,onespaworld holdings,us
4411,AQUA,AQUA,evoqua water technologies,us
4412,MBIN,MBIN,merchants bancorp,us
4413,SAIL,SAIL,sailpoint technologies holdings,us
4414,CUE,CUE,cue biopharma,us
4415,SFIX,SFIX,stitch fix,us
4416,ARCT,ARCT,arcturus therapeutics holdings,us
4417,NMRK,NMRK,newmark group,us
4418,EQH,EQH,equitable holdings,us
4419,WSC,WSC,willscot mobile mini holdings,us
4420,DNLI,DNLI,denali therapeutics,us
4421,QTRX,QTRX,quanterix,us
4422,ODT,ODT,odonate therapeutics,us
4423,AVYA,AVYA,avaya holdings,us
4424,VMD,VMD,viemed healthcare,us
4425,GTES,GTES,gates industrial,us
4426,SLDB,SLDB,solid biosciences,us
4427,RCKT,RCKT,rocket pharmaceuticals,us
4428,EOLS,EOLS,evolus,us
4429,ADT,ADT,adt,us
4430,CDLX,CDLX,cardlytics,us
4431,WHD,WHD,cactus,us
4432,BTAI,BTAI,bioxcel therapeutics,us
4433,NBSE,NBSE,neubase therapeutics,us
4434,ZS,ZS,zscaler,us
4435,CLBK,CLBK,columbia financial,us
4436,PRPL,PRPL,purple innovation,us
4437,BWB,BWB,bridgewater bancshares,us
4438,RCUS,RCUS,arcus biosciences,us
4439,DBX,DBX,dropbox,us
4440,SPOT,SPOT,spotify technology,us
4441,ZUO,ZUO,zuora,us
4442,FIXX,FIXX,homology medicines,us
4443,WH,WH,wyndham hotels resorts,us
4444,SMAR,SMAR,smartsheet,us
4445,DOCU,DOCU,docusign,us
4446,UBX,UBX,unity biotechnology,us
4447,CHX,CHX,championx,us
4448,LASR,LASR,nlight,us
4449,GSHD,GSHD,goosehead insurance,us
4450,ROAD,ROAD,construction partners,us
4451,LOVE,LOVE,lovesac,us
4452,INSP,INSP,inspire medical systems,us
4453,EVLO,EVLO,evelo biosciences,us
4454,SRRK,SRRK,scholar rock holding,us
4455,KNSA,KNSA,kiniksa pharmaceuticals,us
4456,OBNK,OBNK,origin bancorp,us
4457,XAIR,XAIR,beyond air,us
4458,MGTA,MGTA,magenta therapeutics,us
4459,GSKY,GSKY,greensky,us
4460,EVOP,EVOP,evo payments,us
4461,MGTX,MGTX,meiragtx holdings,us
4462,VRCA,VRCA,verrica pharmaceuticals,us
4463,USX,USX,us xpress enterprises,us
4464,TCDA,TCDA,tricida,us
4465,TBIO,TBIO,translate bio,us
4466,DOMO,DOMO,domo,us
4467,AVLR,AVLR,avalara,us
4468,KZR,KZR,kezar life sciences,us
4469,BV,BV,brightview holdings,us
4470,IIIV,IIIV,i3 verticals,us
4471,SKY,SKY,skyline champion,us
4472,AVRO,AVRO,avrobio,us
4473,XERS,XERS,xeris pharmaceuticals,us
4474,BE,BE,bloom energy,us
4475,RPAY,RPAY,repay holdings,us
4476,EVER,EVER,everquote,us
4477,BJ,BJ,bj's wholesale club holdings,us
4478,REPL,REPL,replimune group,us
4479,RUBY,RUBY,rubius therapeutics,us
4480,ALLK,ALLK,allakos,us
4481,CRNX,CRNX,crinetics pharmaceuticals,us
4482,CNST,CNST,constellation pharmaceuticals,us
4483,AQST,AQST,aquestive therapeutics,us
4484,IAA,IAA,iaa,us
4485,PRVB,PRVB,provention bio,us
4486,TENB,TENB,tenable holdings,us
4487,ARLO,ARLO,arlo technologies,us
4488,SONO,SONO,sonos,us
4489,CWK,CWK,cushman wakefield,us
4490,LQDA,LQDA,liquidia,us
4491,IMXI,IMXI,international money express,us
4492,FTDR,FTDR,frontdoor,us
4493,ELAN,ELAN,elanco animal health,us
4494,MESA,MESA,mesa air group,us
4495,AMTB,AMTB,amerant bancorp,us
4496,CRK,CRK,comstock resources,us
4497,FLMN,FLMN,falcon minerals,us
4498,LTHM,LTHM,livent,us
4499,REZI,REZI,resideo technologies,us
4500,STRO,STRO,sutro biopharma,us
4501,EB,EB,eventbrite,us
4502,ARVN,ARVN,arvinas,us
4503,GRTS,GRTS,gritstone bio,us
4504,UPWK,UPWK,upwork,us
4505,GH,GH,guardant health,us
4506,KOD,KOD,kodiak sciences,us
4507,YMAB,YMAB,ymabs therapeutics,us
4508,SVMK,SVMK,svmk,us
4509,ALLO,ALLO,allogene therapeutics,us
4510,SIBN,SIBN,sibone,us
4511,PHAS,PHAS,phasebio pharmaceuticals,us
4512,NGM,NGM,ngm biopharmaceuticals,us
4513,PLAN,PLAN,anaplan,us
4514,TWST,TWST,twist bioscience,us
4515,ESTC,ESTC,elastic,us
4516,VRRM,VRRM,verra mobility,us
4517,STNE,STNE,stoneco,us
4518,VAPO,VAPO,vapotherm,us
4519,AMK,AMK,assetmark financial holdings,us
4520,ETRN,ETRN,equitrans midstream,us
4521,AXNX,AXNX,axonics,us
4522,MRNA,MRNA,moderna,us
4523,WTRH,WTRH,waitr holdings,us
4524,DOW,DOW,dow,us
4525,SI,SI,silvergate capital,us
4526,BYND,BYND,beyond meat,us
4527,ORGO,ORGO,organogenesis holdings,us
4528,GOSS,GOSS,gossamer bio,us
4529,HARP,HARP,harpoon therapeutics,us
4530,TCRR,TCRR,tcr2 therapeutics,us
4531,PSTX,PSTX,poseida therapeutics,us
4532,ALEC,ALEC,alector,us
4533,FOXA,FOXA,fox,us
4534,FOX,FOX,fox,us
4535,KLDO,KLDO,kaleido biosciences,us
4536,WTRE,WTRE,watford holdings,us
4537,CVET,CVET,covetrus,us
4538,SWAV,SWAV,shockwave medical,us
4539,LYFT,LYFT,lyft,us
4540,SILK,SILK,silk road medical,us
4541,DTIL,DTIL,precision biosciences,us
4542,TW,TW,tradeweb markets,us
4543,TH,TH,target hospitality,us
4544,PLMR,PLMR,palomar holdings,us
4545,CHNG,CHNG,change healthcare,us
4546,PD,PD,pagerduty,us
4547,DSSI,DSSI,diamond s shipping,us
4548,MNRL,MNRL,brigham minerals,us
4549,ZM,ZM,zoom video communications,us
4550,TPTX,TPTX,turning point therapeutics,us
4551,PINS,PINS,pinterest,us
4552,HOOK,HOOK,hookipa pharma,us
4553,KTB,KTB,kontoor brands,us
4554,TMDX,TMDX,transmedics group,us
4555,AVTR,AVTR,avantor,us
4556,UBER,UBER,uber technologies,us
4557,NXTC,NXTC,nextcure,us
4558,APLT,APLT,applied therapeutics,us
4559,CRTX,CRTX,cortexyme,us
4560,FSLY,FSLY,fastly,us
4561,WORK,WORK,slack technologies,us
4562,IDYA,IDYA,ideaya biosciences,us
4563,PSN,PSN,parsons,us
4564,CTVA,CTVA,corteva,us
4565,CRWD,CRWD,crowdstrike holdings,us
4566,PSNL,PSNL,personalis,us
4567,STOK,STOK,stoke therapeutics,us
4568,BBIO,BBIO,bridgebio pharma,us
4569,AKRO,AKRO,akero therapeutics,us
4570,BCEL,BCEL,atreca,us
4571,ADPT,ADPT,adaptive biotechnologies,us
4572,MORF,MORF,morphic holding,us
4573,REAL,REAL,realreal,us
4574,KRTX,KRTX,karuna therapeutics,us
4575,CMBM,CMBM,cambium networks,us
4576,MDLA,MDLA,medallia,us
4577,MIRM,MIRM,mirum pharmaceuticals,us
4578,PHR,PHR,phreesia,us
4579,HCAT,HCAT,health catalyst,us
4580,NOVA,NOVA,sunnova energy international,us
4581,CSTL,CSTL,castle biosciences,us
4582,KRUS,KRUS,kura sushi usa,us
4583,RAPT,RAPT,rapt therapeutics,us
4584,DT,DT,dynatrace,us
4585,ONEW,ONEW,onewater marine,us
4586,CFB,CFB,crossfirst bankshares,us
4587,OPRT,OPRT,oportun financial,us
4588,NVST,NVST,envista holdings,us
4589,OPCH,OPCH,option care health,us
4590,SWTX,SWTX,springworks therapeutics,us
4591,NET,NET,cloudflare,us
4592,CRNC,CRNC,cerence,us
4593,PING,PING,ping identity holding,us
4594,DDOG,DDOG,datadog,us
4595,PTON,PTON,peloton interactive,us
4596,VIR,VIR,vir biotechnology,us
4597,IGMS,IGMS,igm biosciences,us
4598,TXG,TXG,10x genomics,us
4599,PNTG,PNTG,pennant group,us
4600,FREQ,FREQ,frequency therapeutics,us
4601,BRBR,BRBR,bellring brands,us
4602,PGNY,PGNY,progyny,us
4603,BEAM,BEAM,beam therapeutics,us
4604,PHAT,PHAT,phathom pharmaceuticals,us
4605,OYST,OYST,oyster point pharma,us
4606,GRTX,GRTX,galera therapeutics,us
4607,ETNB,ETNB,89bio,us
4608,SITM,SITM,sitime,us
4609,SPCE,SPCE,virgin galactic holdings,us
4610,AHCO,AHCO,adapthealth,us
4611,BILL,BILL,billcom holdings,us
4612,REYN,REYN,reynolds consumer products,us
4613,SPT,SPT,sprout social,us
4614,ARNC,ARNC,arconic,us
4615,IMVT,IMVT,immunovant,us
4616,ONEM,ONEM,1life healthcare,us
4617,ARQT,ARQT,arcutis biotherapeutics,us
4618,PPD,PPD,ppd,us
4619,CSPR,CSPR,casper sleep,us
4620,SDGR,SDGR,schrödinger,us
4621,BDTX,BDTX,black diamond therapeutics,us
4622,RVMD,RVMD,revolution medicines,us
4623,PASG,PASG,passage bio,us
4624,VRT,VRT,vertiv holdings,us
4625,PAE,PAE,pae,us
4626,OTIS,OTIS,otis worldwide,us
4627,CARR,CARR,carrier global,us
4628,AZEK,AZEK,azek,us
4629,ALTG,ALTG,alta equipment group,us
4630,SLQT,SLQT,selectquote,us
4631,NARI,NARI,inari medical,us
4632,ACCD,ACCD,accolade,us
4633,ORIC,ORIC,oric pharmaceuticals,us
4634,GDYN,GDYN,grid dynamics holdings,us
4635,ZNTL,ZNTL,zentalis pharmaceuticals,us
4636,MSGE,MSGE,madison square garden entertainment,us
4637,KROS,KROS,keros therapeutics,us
4638,PLRX,PLRX,pliant therapeutics,us
4639,RNA,RNA,avidity biosciences,us
4640,RPRX,RPRX,royalty pharma,us
4641,AMTI,AMTI,applied molecular transport,us
4642,VRM,VRM,vroom,us
4643,ACEL,ACEL,accel entertainment,us
4644,FMTX,FMTX,forma therapeutics holdings,us
4645,AKUS,AKUS,akouos,us
4646,GBIO,GBIO,generation bio,us
4647,PCVX,PCVX,vaxcyte,us
4648,GOCO,GOCO,gohealth,us
4649,TIG,TIG,trean insurance group,us
4650,RXT,RXT,rackspace technology,us
4651,NKTX,NKTX,nkarta,us
4652,BLI,BLI,berkeley lights,us
4653,RLAY,RLAY,relay therapeutics,us
4654,ITOS,ITOS,iteos therapeutics,us
4655,IAC,IAC,iacinteractivecorp,us
4656,ALXO,ALXO,alx oncology holdings,us
4657,NCNO,NCNO,ncino,us
4658,JAMF,JAMF,jamf holding,us
4659,MEG,MEG,montrose environmental group,us
4660,RKT,RKT,rocket companies,us
4661,VITL,VITL,vital farms,us
4662,OSH,OSH,oak street health,us
4663,BIGC,BIGC,bigcommerce holdings,us
4664,AFIB,AFIB,acutus medical,us
4665,NRIX,NRIX,nurix therapeutics,us
4666,ANNX,ANNX,annexon,us
4667,DCT,DCT,duck creek technologies,us
4668,KYMR,KYMR,kymera therapeutics,us
4669,AOUT,AOUT,american outdoor brands,us
4670,SBGI,SBGI,sinclair broadcast group,us
4671,DISH,DISH,dish network,us
4672,HA,HA,hawaiian holdings,us
4673,PLAY,PLAY,dave buster's entertainment,us
4674,SYX,SYX,systemax,us
4675,WAB,WAB,westinghouse air brake technologies,us
4676,EAF,EAF,graftech international,us
4677,AAWW,AAWW,atlas air worldwide holdings,us
4678,KFRC,KFRC,kforce,us
4679,IART,IART,integra lifesciences holdings,us
4680,ACGL,ACGL,arch capital group,us
4681,SMSI,SMSI,smith micro software,us
4682,MD,MD,mednax,us
4683,NOVT,NOVT,novanta,us
4684,RE,RE,everest re group,us
4685,MYGN,MYGN,myriad genetics,us
4686,RNR,RNR,renaissancere holdings,us
4687,THG,THG,hanover insurance group,us
4688,POOL,POOL,pool,us
4689,DVA,DVA,davita,us
4690,BANR,BANR,banner,us
4691,OPK,OPK,opko health,us
4692,HSIC,HSIC,henry schein,us
4693,AEIS,AEIS,advanced energy industries,us
4694,EL,EL,estée lauder companies,us
4695,WAT,WAT,waters,us
4696,SAM,SAM,boston beer,us
4697,FFIC,FFIC,flushing financial,us
4698,IVAC,IVAC,intevac,us
4699,NTAP,NTAP,netapp,us
4700,NWPX,NWPX,northwest pipe,us
4701,NVAX,NVAX,novavax,us
4702,CTXS,CTXS,citrix systems,us
4703,NUAN,NUAN,nuance communications,us
4704,HTLF,HTLF,heartland financial usa,us
4705,TGTX,TGTX,tg therapeutics,us
4706,MSM,MSM,msc industrial direct,us
4707,HIG,HIG,hartford financial services group,us
4708,SCCO,SCCO,southern copper,us
4709,LNDC,LNDC,landec,us
4710,CMCO,CMCO,columbus mckinnon,us
4711,ALXN,ALXN,alexion pharmaceuticals,us
4712,CSGS,CSGS,csg systems international,us
4713,HUBG,HUBG,hub group,us
4714,CENX,CENX,century aluminum,us
4715,SASR,SASR,sandy spring bancorp,us
4716,TRV,TRV,travelers companies,us
4717,SYKE,SYKE,sykes enterprises,us
4718,FCN,FCN,fti consulting,us
4719,TUP,TUP,tupperware brands,us
4720,NBIX,NBIX,neurocrine biosciences,us
4721,SSNC,SSNC,ssc technologies holdings,us
4722,SBSI,SBSI,southside bancshares,us
4723,RUSHA,RUSHA,rush enterprises,us
4724,ANSS,ANSS,ansys,us
4725,DCOM,DCOM,dime community bancshares,us
4726,FDS,FDS,factset research systems,us
4727,QGEN,QGEN,qiagen,us
4728,OCFC,OCFC,oceanfirst financial,us
4729,PEGA,PEGA,pegasystems,us
4730,STRA,STRA,strategic education,us
4731,GERN,GERN,geron,us
4732,TTEC,TTEC,ttec holdings,us
4733,GES,GES,guess',us
4734,SRCL,SRCL,stericycle,us
4735,ANF,ANF,abercrombie fitch,us
4736,ENDP,ENDP,endo international,us
4737,SPPI,SPPI,spectrum pharmaceuticals,us
4738,ATRS,ATRS,antares pharma,us
4739,BJRI,BJRI,bj's restaurants,us
4740,HIBB,HIBB,hibbett sports,us
4741,WTFC,WTFC,wintrust financial,us
4742,PAG,PAG,penske automotive group,us
4743,TGI,TGI,triumph group,us
4744,NOV,NOV,nov,us
4745,UNFI,UNFI,united natural foods,us
4746,PLUS,PLUS,eplus,us
4747,NUS,NUS,nu skin enterprises,us
4748,STLD,STLD,steel dynamics,us
4749,FORR,FORR,forrester research,us
4750,VSAT,VSAT,viasat,us
4751,DGX,DGX,quest diagnostics,us
4752,LAD,LAD,lithia motors,us
4753,HLIO,HLIO,helios technologies,us
4754,CALM,CALM,calmaine foods,us
4755,NSP,NSP,insperity,us
4756,CERS,CERS,cerus,us
4757,VCEL,VCEL,vericel,us
4758,MTN,MTN,vail resorts,us
4759,CIEN,CIEN,ciena,us
4760,SLGN,SLGN,silgan holdings,us
4761,KMX,KMX,carmax,us
4762,EEFT,EEFT,euronet worldwide,us
4763,SSB,SSB,south state,us
4764,TTWO,TTWO,taketwo interactive software,us
4765,FBC,FBC,flagstar bancorp,us
4766,RMBS,RMBS,rambus,us
4767,AMZN,AMZN,amazoncom,us
4768,UCBI,UCBI,united community banks,us
4769,QRVO,QRVO,qorvo,us
4770,SRPT,SRPT,sarepta therapeutics,us
4771,RL,RL,ralph lauren,us
4772,MMS,MMS,maximus,us
4773,SLP,SLP,simulations plus,us
4774,PPBI,PPBI,pacific premier bancorp,us
4775,FIX,FIX,comfort systems usa,us
4776,HLX,HLX,helix energy solutions group,us
4777,AROC,AROC,archrock,us
4778,HSKA,HSKA,heska,us
4779,EGHT,EGHT,8x8,us
4780,OZK,OZK,bank ozk,us
4781,JLL,JLL,jones lang lasalle,us
4782,QADA,QADA,qad,us
4783,UMPQ,UMPQ,umpqua holdings,us
4784,BFAM,BFAM,bright horizons family solutions,us
4785,PSMT,PSMT,pricesmart,us
4786,MTOR,MTOR,meritor,us
4787,YUM,YUM,yum! brands,us
4788,FARO,FARO,faro technologies,us
4789,PLCE,PLCE,children's place,us
4790,NAT,NAT,nordic american tankers,us
4791,CAC,CAC,camden national,us
4792,SRI,SRI,stoneridge,us
4793,OSIS,OSIS,osi systems,us
4794,CHRW,CHRW,ch robinson worldwide,us
4795,CHH,CHH,choice hotels international,us
4796,DRQ,DRQ,drilquip,us
4797,MBWM,MBWM,mercantile bank,us
4798,CWST,CWST,casella waste systems,us
4799,GPI,GPI,group 1 automotive,us
4800,MTD,MTD,mettlertoledo international,us
4801,MOFG,MOFG,midwestone financial group,us
4802,SAH,SAH,sonic automotive,us
4803,AMG,AMG,affiliated managers group,us
4804,INGR,INGR,ingredion,us
4805,POWI,POWI,power integrations,us
4806,URI,URI,united rentals,us
4807,HOPE,HOPE,hope bancorp,us
4808,HFWA,HFWA,heritage financial,us
4809,SCS,SCS,steelcase,us
4810,VRSN,VRSN,verisign,us
4811,MRCY,MRCY,mercury systems,us
4812,PWR,PWR,quanta services,us
4813,CNXN,CNXN,pc connection,us
4814,SRDX,SRDX,surmodics,us
4815,OSPN,OSPN,onespan,us
4816,FHI,FHI,federated hermes,us
4817,TPB,TPB,turning point brands,us
4818,AMCR,AMCR,amcor,us
4819,NLSN,NLSN,nielsen holdings,us
4820,NCLH,NCLH,norwegian cruise line holdings,us
4821,PAYS,PAYS,paysign,us
4822,BRKL,BRKL,brookline bancorp,us
4823,COLM,COLM,columbia sportswear,us
4824,UUUU,UUUU,energy fuels,us
4825,PGC,PGC,peapackgladstone financial,us
4826,PFBC,PFBC,preferred bank,us
4827,HTBK,HTBK,heritage commerce,us
4828,LBAI,LBAI,lakeland bancorp,us
4829,MANH,MANH,manhattan associates,us
4830,AXTI,AXTI,axt,us
4831,HZO,HZO,marinemax,us
4832,EGBN,EGBN,eagle bancorp,us
4833,CTSH,CTSH,cognizant technology solutions,us
4834,RH,RH,rh,us
4835,DOX,DOX,amdocs,us
4836,CSGP,CSGP,costar group,us
4837,RSG,RSG,republic services,us
4838,SMED,SMED,sharps compliance,us
4839,EBAY,EBAY,ebay,us
4840,GS,GS,goldman sachs group,us
4841,SWBI,SWBI,smith wesson brands,us
4842,PB,PB,prosperity bancshares,us
4843,SNBR,SNBR,sleep number,us
4844,GDEN,GDEN,golden entertainment,us
4845,EFSC,EFSC,enterprise financial services,us
4846,STL,STL,sterling bancorp,us
4847,NVDA,NVDA,nvidia,us
4848,AXL,AXL,american axle manufacturing holdings,us
4849,AUD,AUD,audacy,us
4850,EWBC,EWBC,east west bancorp,us
4851,APTV,APTV,aptiv,us
4852,EPAY,EPAY,bottomline technologies (de),us
4853,KFY,KFY,korn ferry,us
4854,MKSI,MKSI,mks instruments,us
4855,BKNG,BKNG,booking holdings,us
4856,TREX,TREX,trex,us
4857,CFFN,CFFN,capitol federal financial,us
4858,EXTR,EXTR,extreme networks,us
4859,HSII,HSII,heidrick struggles international,us
4860,CNX,CNX,cnx resources,us
4861,TOWN,TOWN,townebank,us
4862,WCC,WCC,wesco international,us
4863,USCR,USCR,us concrete,us
4864,FFIV,FFIV,f5 networks,us
4865,SKX,SKX,skechers usa,us
4866,UTHR,UTHR,united therapeutics,us
4867,FISI,FISI,financial institutions,us
4868,JNPR,JNPR,juniper networks,us
4869,PWFL,PWFL,powerfleet,us
4870,ECPG,ECPG,encore capital group,us
4871,JCOM,JCOM,j2 global,us
4872,BMRN,BMRN,biomarin pharmaceutical,us
4873,LII,LII,lennox international,us
4874,PRFT,PRFT,perficient,us
4875,FLWS,FLWS,1800flowerscom,us
4876,NTCT,NTCT,netscout systems,us
4877,EGAN,EGAN,egain,us
4878,BLK,BLK,blackrock,us
4879,CIR,CIR,circor international,us
4880,WWE,WWE,world wrestling entertainment,us
4881,SFST,SFST,southern first bancshares,us
4882,AKAM,AKAM,akamai technologies,us
4883,GAIA,GAIA,gaia,us
4884,PLUG,PLUG,plug power,us
4885,NEO,NEO,neogenomics,us
4886,IDN,IDN,intellicheck,us
4887,KTOS,KTOS,kratos defense security solutions,us
4888,CHTR,CHTR,charter communications,us
4889,EXPE,EXPE,expedia group,us
4890,ONTO,ONTO,onto innovation,us
4891,A,A,agilent technologies,us
4892,TDY,TDY,teledyne technologies,us
4893,PKG,PKG,packaging america,us
4894,ZYXI,ZYXI,zynex,us
4895,AGEN,AGEN,agenus,us
4896,SLAB,SLAB,silicon laboratories,us
4897,EW,EW,edwards lifesciences,us
4898,EPC,EPC,edgewell personal care,us
4899,RIGL,RIGL,rigel pharmaceuticals,us
4900,LMNX,LMNX,luminex,us
4901,CCMP,CCMP,cmc materials,us
4902,HSTM,HSTM,healthstream,us
4903,MET,MET,metlife,us
4904,LXRX,LXRX,lexicon pharmaceuticals,us
4905,LPSN,LPSN,liveperson,us
4906,SGMO,SGMO,sangamo therapeutics,us
4907,EXEL,EXEL,exelixis,us
4908,ON,ON,on semiconductor,us
4909,CEVA,CEVA,ceva,us
4910,RBBN,RBBN,ribbon communications,us
4911,NRG,NRG,nrg energy,us
4912,INSM,INSM,insmed,us
4913,PACW,PACW,pacwest bancorp,us
4914,VC,VC,visteon,us
4915,ISRG,ISRG,intuitive surgical,us
4916,CRL,CRL,charles river laboratories international,us
4917,MRVL,MRVL,marvell technology,us
4918,BHLB,BHLB,berkshire hills bancorp,us
4919,ENTG,ENTG,entegris,us
4920,ACLS,ACLS,axcelis technologies,us
4921,MAXR,MAXR,maxar technologies,us
4922,ARNA,ARNA,arena pharmaceuticals,us
4923,ILMN,ILMN,illumina,us
4924,BRKR,BRKR,bruker,us
4925,SRGA,SRGA,surgalign holdings,us
4926,PNFP,PNFP,pinnacle financial partners,us
4927,MCO,MCO,moody's,us
4928,TTMI,TTMI,ttm technologies,us
4929,AWH,AWH,aspira women's health,us
4930,DRRX,DRRX,durect,us
4931,ITGR,ITGR,integer holdings,us
4932,TPR,TPR,tapestry,us
4933,TNET,TNET,trinet group,us
4934,EXAS,EXAS,exact sciences,us
4935,RGP,RGP,resources connection,us
4936,ALGN,ALGN,align technology,us
4937,GRMN,GRMN,garmin,us
4938,SGEN,SGEN,seagen,us
4939,HBIO,HBIO,harvard bioscience,us
4940,DVAX,DVAX,dynavax technologies,us
4941,ACAD,ACAD,acadia pharmaceuticals,us
4942,GPN,GPN,global payments,us
4943,OIS,OIS,oil states international,us
4944,BTU,BTU,peabody energy,us
4945,SYNA,SYNA,synaptics,us
4946,MDLZ,MDLZ,mondelez international,us
4947,OMCL,OMCL,omnicell,us
4948,PRU,PRU,prudential financial,us
4949,ACN,ACN,accenture,us
4950,AXON,AXON,axon enterprise,us
4951,ADS,ADS,alliance data systems,us
4952,WLTW,WLTW,willis towers watson public,us
4953,MVBF,MVBF,mvb financial,us
4954,CCRN,CCRN,cross country healthcare,us
4955,BG,BG,bunge,us
4956,PDFS,PDFS,pdf solutions,us
4957,AMN,AMN,amn healthcare services,us
4958,ZBH,ZBH,zimmer biomet holdings,us
4959,ABG,ABG,asbury automotive group,us
4960,XPO,XPO,xpo logistics,us
4961,ANTM,ANTM,anthem,us
4962,GME,GME,gamestop,us
4963,WW,WW,ww international,us
4964,CNC,CNC,centene,us
4965,PFG,PFG,principal financial group,us
4966,AAP,AAP,advance auto parts,us
4967,AYI,AYI,acuity brands,us
4968,MANT,MANT,mantech international,us
4969,CORT,CORT,corcept therapeutics,us
4970,CUTR,CUTR,cutera,us
4971,CCOI,CCOI,cogent communications holdings,us
4972,VRNT,VRNT,verint systems,us
4973,JBLU,JBLU,jetblue airways,us
4974,NFLX,NFLX,netflix,us
4975,CVGW,CVGW,calavo growers,us
4976,CPSI,CPSI,computer programs systems,us
4977,OSTK,OSTK,overstockcom,us
4978,ACM,ACM,aecom,us
4979,BDSI,BDSI,biodelivery sciences international,us
4980,TDG,TDG,transdigm group,us
4981,FORM,FORM,formfactor,us
4982,RRGB,RRGB,red robin gourmet burgers,us
4983,NPO,NPO,enpro industries,us
4984,CME,CME,cme group,us
4985,NXST,NXST,nexstar media group,us
4986,WYNN,WYNN,wynn resorts,us
4987,NDAQ,NDAQ,nasdaq,us
4988,BANC,BANC,banc california,us
4989,CIT,CIT,cit group,us
4990,DKS,DKS,dick's sporting goods,us
4991,CRI,CRI,carter's,us
4992,PFS,PFS,provident financial services,us
4993,TCBI,TCBI,texas capital bancshares,us
4994,PRAA,PRAA,pra group,us
4995,SAIA,SAIA,saia,us
4996,XEC,XEC,cimarex energy,us
4997,HALO,HALO,halozyme therapeutics,us
4998,FBMS,FBMS,first bancshares,us
4999,MOH,MOH,molina healthcare,us
5000,AXS,AXS,axis capital holdings,us
5001,NTGR,NTGR,netgear,us
5002,MODV,MODV,modivcare,us
5003,ATSG,ATSG,air transport services group,us
5004,LKQ,LKQ,lkq,us
5005,XPER,XPER,xperi holding,us
5006,SNX,SNX,synnex,us
5007,AEL,AEL,american equity investment life holding,us
5008,CONN,CONN,conn's,us
5009,TPX,TPX,tempur sealy international,us
5010,HTH,HTH,hilltop holdings,us
5011,AIZ,AIZ,assurant,us
5012,CMP,CMP,compass minerals international,us
5013,VST,VST,vistra,us
5014,CRM,CRM,salesforcecom,us
5015,MEIP,MEIP,mei pharma,us
5016,AGO,AGO,assured guaranty,us
5017,GNW,GNW,genworth financial,us
5018,CYTK,CYTK,cytokinetics,us
5019,SP,SP,sp plus,us
5020,MKTX,MKTX,marketaxess holdings,us
5021,BGS,BGS,bg foods,us
5022,DPZ,DPZ,domino's pizza,us
5023,MA,MA,mastercard,us
5024,GOOGL,GOOGL,alphabet,us
5025,GOOG,GOOG,alphabet,us
5026,MNKD,MNKD,mannkind,us
5027,WTI,WTI,wt offshore,us
5028,STXS,STXS,stereotaxis,us
5029,TXRH,TXRH,texas roadhouse,us
5030,BECN,BECN,beacon roofing supply,us
5031,SFL,SFL,sfl,us
5032,WLK,WLK,westlake chemical,us
5033,MRTX,MRTX,mirati therapeutics,us
5034,SBNY,SBNY,signature bank,us
5035,VVI,VVI,viad,us
5036,MPWR,MPWR,monolithic power systems,us
5037,ENS,ENS,enersys,us
5038,ORA,ORA,ormat technologies,us
5039,MIC,MIC,macquarie infrastructure,us
5040,LVS,LVS,las vegas sands,us
5041,KRNY,KRNY,kearny financial,us
5042,HURN,HURN,huron consulting group,us
5043,CNSL,CNSL,consolidated communications holdings,us
5044,MOS,MOS,mosaic,us
5045,CYRX,CYRX,cryoport,us
5046,CE,CE,celanese,us
5047,INBK,INBK,first internet bancorp,us
5048,PBH,PBH,prestige consumer healthcare,us
5049,ULH,ULH,universal logistics holdings,us
5050,DLB,DLB,dolby laboratories,us
5051,WEX,WEX,wex,us
5052,XPEL,XPEL,xpel,us
5053,HUN,HUN,huntsman,us
5054,LHCG,LHCG,lhc group,us
5055,EXLS,EXLS,exlservice holdings,us
5056,LAZ,LAZ,lazard,us
5057,AX,AX,axos financial,us
5058,CORE,CORE,coremark holding,us
5059,DXCM,DXCM,dexcom,us
5060,MNOV,MNOV,medicinova,us
5061,INFO,INFO,ihs markit,us
5062,RLGT,RLGT,radiant logistics,us
5063,ZUMZ,ZUMZ,zumiez,us
5064,BLDR,BLDR,builders firstsource,us
5065,KOP,KOP,koppers holdings,us
5066,ICE,ICE,intercontinental exchange,us
5067,EVRI,EVRI,everi holdings,us
5068,EGLE,EGLE,eagle bulk shipping,us
5069,ATRC,ATRC,atricure,us
5070,RUTH,RUTH,ruth's hospitality group,us
5071,WAL,WAL,western alliance bancorporation,us
